id|glyph|ann
370.10|鐳|瓶也壼也
370.11|𤮚|[𤮚/㽌]
370.12|畾|田閒
370.13|轠|轠轤不絶
371.1|穨|暴風也杜回切十三
371.2|頽|[上同/禿]
371.3|㿉|隂病
371.4|隤|下墜也
371.5|墤|上同
371.6|㢈|𡑅也
371.7|魋|獸似熊而小又人名
371.8|尵|虺尵
371.9|蘈|爾雅曰藬牛蘈郭璞云髙尺餘許方莖葉長而銳有穗穗閒有華紫縹色
371.10|𧮓|譟也
371.11|𧝋|棺覆
371.12|蹪|躓仆
371.13|𤗴|𤗯𤗴屋破狀
372.1|崔|姓也齊丁公之子食采於崔因以爲氏出淸河博陵二望倉回切六
372.2|催|迫也
372.3|縗|喪衣長六寸[傅/博]四寸亦作衰
372.4|𨻵|𨻵崩隤也
372.5|𢕘|行急皃
372.6|𧽠|逼也
373.1|磓|落也亦作塠都回切十五
373.2|塠|上同
373.3|頧|[毋/母]頧夏冠名禮記作追
373.4|䭔|餅也
373.5|堆|聚土
373.6|鴭|雀屬
373.7|𠩰|[𠩰/𢈹]厚撲物也，亦作𢮒
373.8|鎚|治玉也周禮作追
373.9|搥|摘也
373.10|䜃|上同
373.11|嵟|髙也
373.12|𩈜|䩇𩈜醜面
373.13|𠂤|≆說文曰小阜也
373.14|敦|詩曰敦彼獨宿
373.15|𡏩|𡏩，坐皃，出聲譜。
374.1|𤗯|𤗯𤗴。素回切，六。
374.2|挼|擊也
374.3|䪎|鞍邊帶也
374.4|毸|毰毸鳳舞出楚詞
374.5|嗺|嗺送歌
374.6|蓑|蓑蓑蘂下垂皃本又音莎
375.1|摧|折也阻也昨回切五
375.2|崔|崔嵬又音催
375.3|慛|傷也憂也
375.4|槯|木名堪作杖
375.5|檇|木有所擣也
376.1|裴|衣長皃又姓伯益之後封于𨛬郷因以爲氏後徙封解邑乃去邑從衣至燉煌太守裴遵始自雲中徙居河東本亦作裵薄回切十二
376.2|徘|徘徊
376.3|培|益也隄也助也治也隨也重也
376.4|陪|陪廁也
376.5|𨛬|郷名在聞喜
376.6|䣙|郷名在扶風
376.7|婄|婦人皃
376.8|棓|姓也前漢爰盎之棓生所問占又龐項切
376.9|毰|毰毸鳳舞
376.10|𤗏|版也
376.11|𩑢|曲頥也又音牌
376.12|輫|車箱
377.1|桮|說文曰㔶也布回切三
377.2|杯|上同
377.3|盃|俗
378.1|肧|懷胎一月芳杯切八[坯/坏]
378.2|坯|未燒瓦也
378.3|㾦|弱也
378.4|醅|酒未漉也
378.5|衃|說文曰凝血也
378.6|𩵣|魚名
378.7|𤬃|𤓰𤬃
378.8|抔|披抔
379.1|鮠|魚名似鮎五灰切五
379.2|桅|小船上檣竿也
379.3|嵬|崔嵬
379.4|磑|磨也又五內切
379.5|峞|髙皃
380.1|𨌴|車盛皃他回切七
380.2|𨋱|上同
380.3|㷟|㷟燖毛出字林
380.4|蓷|草名
380.5|推|又昌隹切
380.6|藬|牛蘈草也
380.7|㞜|履屬有頸曰㞜
381.1|𢅼|古之善塗者乃回切三
381.2|捼|手摩物也又如和切
381.3|𨡌|一𨡌飯，出字林。
382.1|嗺|字書云口嗺頽臧回切四
382.2|脧|赤子陰也
382.3|䘒|上同見老子
382.4|𡱥|上同出聲類
383.1|咍|𥬇也呼來切三
383.2|㾂|病也
383.3|𨸜|[𨸜/𣢇][㱾𨸜/欬𣢇]，𥬇聲也。
384.1|開|開解亦州名本漢胊䏰縣地蜀置漢豐縣後魏置開州領東關東岡二郡又姓吕氏春秋云[開方/衞公子開方]衞公說文作開經典亦作闓苦哀切五
384.2|㱾|㱾𨸜
384.3|侅|奇侅非常又古哀切
384.4|奒|大皃
384.5|㚊|多也
385.1|哀|悲哀也又姓漢有哀章烏開切六
385.2|埃|塵埃
385.3|唉|慢[噟/譍]又於其切
385.4|㶼|熱甚
385.5|欸|歎也
385.6|毐|說文云人無行也本又烏改切
386.1|臺|土髙四方曰臺。又姓，漢有侍中臺崇。徒哀切。十五
386.2|擡|擡舉
386.3|菭|魚衣濕者曰濡菭亦作苔說文曰菭水衣
386.4|苔|上同又蘚也
386.5|炱|炱煤
386.6|嬯|鈍劣
386.7|薹|蕓薹
386.8|䈚|竹萌
386.9|儓|輿儓
386.10|檯|木名
386.11|駘|駑馬
386.12|𪒴|𪑚𪒴大黒之皃又都來切
386.13|籉|可禦雨也
386.14|跆|蹋跆連手唱歌
386.15|𩿡|鳥名
387.1|該|備也咸也兼也皆也又軍中約也古哀切二十
387.2|豥|豕四蹄白
387.3|垓|八極又垓下隄名沛[-/在]郡項羽敗處也
387.4|荄|草根又古諧切
387.5|郂|郷名在陳留
387.6|㱯|羊胎又音敳
387.7|剴|大鎌一曰摩也又五哀切
387.8|陔|殿階次[-/之]序
387.9|姟|數也十冓曰姟
387.10|絯|挂也出淮南子
387.11|晐|備也兼也
387.12|峐|爾雅云山無草木峐
387.13|祴|祴夏樂章名
387.14|侅|奇侅
387.15|賅|上同又贍也
387.16|㨟|㨟觸也
387.17|胲|足大指毛肉也
387.18|䬵|飴也
387.19|䶣|牙也
387.20|䐩|肥也
388.1|裁|裁衣昨哉切九
388.2|纔|僅也又藏代切
388.3|財|貨也賄也
388.4|才|用也質也力也文才也說文作才艸木之初也
388.5|材|木梃也
388.6|䴭|麴也[溨/渽]
388.7|溨|麴也[溨/渽]
388.8|鼒|爾雅注鼎斂上而小口又音茲
388.9|𦬁|爾雅注鼎斂上而小口又音茲
389.1|來|至也及也還也又姓後漢來歙光武姑子蜀志云荆楚名族有黃門侍郎來𢘆俗作来落哀切二十五
389.2|萊|藜草亦州名漢掖縣屬東萊郡秦屬齊郡後魏分靑州置光州取界内光水爲名隋改爲萊州又姓左傳晉與秦戰于郩萊駒爲右
389.3|郲|地名
389.4|騋|馬高七尺
389.5|崍|崍嵦山也
389.6|斄|崍嵦山也
389.7|𤦃|郷名在扶風又力[知/之]切
389.8|𧳟|說文云瓄玉也亦作琜
389.9|猍|上同
389.10|淶|水名出涿郡
389.11|鯠|魚名
389.12|鶆|鶆鳩[⊟鹿鳥/鷹]出埤蒼
389.13|䅘|䅘麰之麥一麥二稃周受此瑞麥出埤蒼
389.14|𣮉|毛起
389.15|䋱|上同
389.16|庲|舎也
389.17|㾢|惡病
389.18|棶|棶椋木名
389.19|犛|關西有長[尾/𣯛]牛又音釐音茅
389.20|逨|至也又力代切
389.21|𪎂|小麥
389.22|麳|上同
389.23|𤲓|耕外舊場
389.24|𪑚|𪑚𪒴大黒
389.25|徠|還也又力代切
390.1|烖|天火曰烖祖才切十二
390.2|灾|上同
390.3|災|籀文
390.4|𤆎|古文
390.5|栽|種也
390.6|哉|語助
390.7|𡿧|說文曰害也
390.8|𦸜|[𦸜/蔷]上同。亦作葘，見經典。
390.9|𢦔|說文曰傷也烖字類從之省文
390.10|𦳦|𦳦蒔
390.11|渽|水名出蜀
390.12|睵|睽也或作𥅰
391.1|猜|疑也恨也倉才切四
391.2|偲|多才能也
391.3|睵|睽也
391.4|䞗|說文曰疑之等䞗而去也
392.1|𤗏|版也扶來切二
392.2|㯁|姓出姓苑
393.1|胎|始也說文曰婦孕三月也土來切七
393.2|孡|上同
393.3|鮐|魚也
393.4|台|三台星又天台山名
393.5|邰|地名后稷所封在始平或作斄
393.6|𧉟|說文云黒貝。亦珠𧉟
393.7|𩬠|𩬠𩬀，婦人僞髻，出證俗文。
394.1|孩|始生小兒戸來切八
394.2|咳|小兒𥬇皃
394.3|頦|頥下
394.4|㨟|觸也
394.5|𧻲|留意
394.6|䠽|長身
394.7|䱺|𩷕䱺雄蟹也
394.8|豥|豕四蹄白
395.1|鰓|魚頰蘇來切八
395.2|揌|擡揌
395.3|粞|碎米
395.4|䚡|角中骨
395.5|顋|顋頷俗又作腮
395.6|愢|意不合也
395.7|𪃄|鳥名
395.8|毢|毰也
396.1|皚|霜雪白皃五來切七
396.2|嵦|崍嵦
396.3|敳|有所理又隤敳八元名
396.4|㱯|殺羊出胎
396.5|隑|企立
396.6|剴|又音垓
396.7|獃|獃癡象犬小時未有分別
397.1|能|爾雅謂三足鼈也又獸名禹父所化也奴來切又奴登切二
397.2|㾍|病也
398.1|𪒴|𪑚𪒴，大黒皃。丁來切。二
398.2|懛|懛[剴/獃]失志皃
399.1|㹗|昌來切牛羊無子一
400.1|𡜊|好色皃普才切一
401.1|眞|眞僞也又姓風俗通云漢有太尉長史眞祐俗作真[側/職]鄰切十六
401.2|甄|姓也陳留風俗傳云舜陶甄河濵其後爲氏出中山河南二望又舉延切
401.3|振|又之刃切
401.4|禛|以眞受福
401.5|稹|說文云穜穊也又之忍切
401.6|磌|柱下石也
401.7|畛|田界又之忍切
401.8|籈|爾雅云所以鼓敔
401.9|侲|字林云養馬者
401.10|桭|屋梠
401.11|蒖|[䒢/茆]也
401.12|唇|驚也
401.13|㖘|上同
401.14|帪|馬篼囊也
401.15|薽|茢薽豕首草也
401.16|㲀|擊也又音辰
402.1|𤣆|犬走草狀丑人切三
402.2|胂|申也
402.3|縝|縝紛
403.1|因|託也仍也縁也就也亦姓左傳遂人四族有因氏俗作回於眞切二十三
403.2|茵|茵褥說文曰車重席也詩曰文茵暢轂文茵虎皮也
403.3|鞇|上同
403.4|禋|祭也敬也
403.5|𥛛|籀文
403.6|闉|闉闍城上重門
403.7|駰|白馬黒隂又於巾切
403.8|湮|落也沈也
403.9|烟|烟煴天地氣易作絪緼
403.10|氤|氤氲元氣盛也
403.11|絪|絪緼麻臬
403.12|垔|塞也
403.13|陻|並上同
403.14|㘻|並上同
403.15|堙|亦上同又土山也
403.16|洇|水名
403.17|姻|婚姻白虎通曰婦人因人而成故曰姻也字林云婚婦家姻壻家
403.18|婣|古文出周禮
403.19|諲|敬也
403.20|裀|玉篇云衣身
403.21|𦎣|黒羊
403.22|歅|秦穆公時有[-/九]方歅一名皐善相馬也或作諲
403.23|㧢|就也
404.1|新|新故也亦姓國語晉大夫新穆子又複姓二氏何氏姓苑有新和氏陳留風俗傳云畢公封於新垣後因氏焉魏將新垣衍改爲梁垣氏息鄰切三
404.2|辛|薑味也爾雅云太歳在辛曰重光又姓夏啓封支子于莘莘辛聲相近遂爲辛氏漢初辛蒲爲趙魏名將及徙家隴西便爲隴西人
404.3|薪|柴也周禮委人掌祭祀之薪詩云翹翹錯薪
405.1|辰|辰象也又辰時也爾雅曰太歳在辰曰執徐植鄰切十三
405.2|晨|早也明也
405.3|䢅|古文
405.4|敐|[敐/㲀]擊聲
405.5|宸|屋宇天子所居
405.6|鷐|鷐風鸇也
405.7|麎|牝麋
405.8|桭|兩楹閒又音眞
405.9|茞|草名
405.10|屒|重脣
405.11|臣|伏也男子賤稱春秋說曰正氣爲帝閒氣爲臣孝經說曰臣者堅也
405.12|䢻|地名
405.13|䣅|姓也
406.1|仁|仁賢莊子曰愛人利物謂之仁釋名曰仁忍也好生惡殺善[惡▼惡字當刪▲]含忍也又姓姓苑云彭城人也如鄰切三
406.2|朲|屋上閒朲
406.3|人|天地人爲三才亦漢複姓十氏左傳有寺人披齊有徒人費周有王人子突魯有雍人髙宋有廚人僕鄭有大夫子人九國語吳有行人儀孔子弟子左人郢漢司空掾封人嬰後漢司徒聞人襲
407.1|神|靈也易繫辭曰隂陽不測之謂神亦姓風俗通云神農之後漢有騎都尉神曜何氏姓苑云今琅邪人食鄰切二
407.2|晨|又植鄰切
408.1|親|愛也近也說文至也七人切三
408.2|寴|[同上]
408.3|𡪔|並古文
409.1|礥|鞭也下珍切又下憐切三
409.2|𧥺|誑也
409.3|㘋|難也
410.1|申|身也伸也重也容也篆文作申又辰名太歳在申曰涒灘亦州名春秋時屬楚秦南陽郡後魏爲郢州周爲申州又姓出魏郡亦漢複姓四氏莊子有申徒狄漢丞相申屠嘉長沙太傳申章昌左傳齊有申鮮虞失人切十六
410.2|伸|舒也理也直也信也
410.3|紳|大帶
410.4|娠|孕也又脂刃切
410.5|呻|呻吟
410.6|𣢘|並上同
410.7|𠲳|鳥獸驚皃
410.8|眒|鳥獸驚皃
410.9|胂|脢也
410.10|㑗|說文曰神也又姓出姓苑
410.11|𩉼|革帶
410.12|𣇗|親也躬也
410.13|身|親也躬也
410.14|柛|爾雅木自𡚁曰柛謂𡚁踣也
410.15|䰠|山海經云靑要山䰠也說文曰神也
410.16|訷|訷說信也
411.1|賔|敬也迎也列也遵也服也說文作賓所敬也又姓左傳齊有大夫賔須無必鄰切十
411.2|𧶉|古文
411.3|濱|水際
411.4|檳|㯽榔
411.5|䚔|䚔𧢜暫見
411.6|顮|頭[憒/憤]懣也
411.7|儐|敬也又音殯
411.8|鑌|鑌鐵爲刀甚利
411.9|矉|說文曰恨張目也
411.10|𩴱|〾鬼皃
412.1|㷠|〾鬼火說文曰兵死及牛馬之血爲㷠今作粦同力珍切又力刃切二十三
412.2|燐|上同
412.3|鄰|近也親也說文曰五家爲鄰俗作隣
412.4|轔|車聲
412.5|嶙|嶙峋深崖狀也
412.6|粼|水在石閒亦作磷又力刃切
412.7|磷|上同
412.8|疄|田壟
412.9|麟|仁獸爾雅云麕身牛尾一角
412.10|麐|上同
412.11|鱗|魚甲又姓左傳宋大夫鱗朱
412.12|璘|璘㻞文皃
412.13|駗|馬色
412.14|翷|翷𦐈飛皃
412.15|𧲂|獸名似豕黃身白首出埤蒼
412.16|瞵|視皃
412.17|獜|獜獜犬健也出說文
412.18|驎|騏驎白馬黒脊
412.19|壣|菜畦
412.20|𩻜|魚名
412.21|鏻|健皃又力丁切
412.22|繗|紹也
412.23|潾|水名
413.1|𥎊|矛柄也又鉏耰也古作矜巨巾切五
413.2|㨷|拭也
413.3|堇|黏土
413.4|墐|上同
413.5|魿|蟲魚連行又力丁切
414.1|珍|貴也重也寶也俗作珎陟鄰切三
414.2|鎭|戍也又陟刃切
414.3|塡|壓也又音田
415.1|陳|陳列也張也衆也布也故也亦州名本太昊之墟畫八卦之所周武王封舜後胡公滿於陳楚滅陳爲縣漢爲淮陽國隋爲陳州又姓胡公滿之後子孫以國爲氏出潁川汝南下邳廣陵東海河南六望又虜三字姓後魏書有侯莫陳氏直珍切又直刃切五
415.2|敶|古文說文本直刃切𠛱也
415.3|䍶|獸名似羊目在耳後
415.4|趁|越履
415.5|塵|說文本作𪋻。鹿行揚土也
416.1|津|說文作𣸁。水渡也將鄰切五
416.2|𦩨|古文
416.3|璡|美石次玉
416.4|濜|氣之液也本亦作𧗁
416.5|𦘔|飾也
417.1|瞋|怒也說文曰張目也又作嗔昌眞切六
417.2|嗔|上同本又音塡
417.3|謓|亦上同說文恚也
417.4|䐜|肉脹起也
417.5|𣞟|纑也
417.6|縝|上同
418.1|秦|州名古西戎地春秋時爲秦國後并天下爲隴西郡漢武分置天水郡後魏改爲秦州因邑以爲名又姓秦自顓頊後子嬰旣滅支庶以爲秦氏也匠鄰切三
418.2|螓|螓蜻似蟬而小
418.3|𤚩|牛名
419.1|寅|辰名說文作𡩟。翼眞切又以之切六
419.2|夤|夤縁連也又敬惕也
419.3|𦟘|脊𦟘
419.4|蔩|蔩菟𤓰
419.5|螾|寒蟬
419.6|𡐔|𡐔場
420.1|紉|單繩女鄰切一
421.1|繽|繽紛匹賔切五
421.2|䎙|飛皃
421.3|𩴱|說文云〾鬼皃又音頻
421.4|𢣐|敬也
421.5|𩰝|[⍓門賓/𩰝]𩰝爭，說文作𩰝，鬭也。
422.1|頻|數也急也比也說文作𩕨水厓人所賔附𩕨蹙不前而止又姓風俗通云漢有酒泉太守頻暢符眞切十四
422.2|蘋|大萍也又作薲
422.3|薲|上同
422.4|嬪|婦也一曰妻死曰嬪
422.5|㰋|木名
422.6|玭|珠也又步田切
422.7|蠙|珠母又步田切
422.8|獱|獺之別名
422.9|顰|顰眉蹙也
422.10|𧭹|多言
422.11|嚬|𥬇也
422.12|𩴱|〾鬼皃
422.13|𦇖|擣衣
422.14|𡤉|𡤉姿
423.1|銀|周禮荆州其利銀爾雅曰白金謂之銀鍾山之寶有銀燭謂有精光如燭銀重八兩爲一流也語巾切十六
423.2|㹞|犬聲
423.3|狺|上同
423.4|䖜|兩虎爭聲
423.5|檭|木名色白
423.6|鄞|縣名在會稽又音齗
423.7|圁|圁陽縣名在西河
423.8|誾|和也又誾誾中正之皃又姓何氏姓苑云今廣平人
423.9|訔|上同
423.10|嚚|愚也
423.11|䓄|亭名在江夏
423.12|珢|說文云石之似玉者
423.13|䴦|獸名似貉而八目出山海經
423.14|垠|垠岸也
423.15|𪛊|大篪
423.16|泿|水名
424.1|巾|釋名曰巾謹也二十成人士冠庶人巾當自謹修於四敎居銀切一
425.1|麏|鹿屬居筠切六
425.2|麇|並上同
425.3|麕|並上同
425.4|頵|大頭
425.5|莙|爾雅云莙牛薻似薻而葉大又渠殞切
425.6|汮|水名
426.1|筠|竹皮之美質也爲贇切四
426.2|囩|田十二頃說文回也
426.3|縜|[繩/綱]細
426.4|荺|藕根小者
427.1|囷|倉圎曰囷去倫切又咎倫渠殞二切七
427.2|箘|桂又竹名又渠殞切
427.3|箟|箭竹
427.4|輑|車軸相逢
427.5|𧋕|大貝又渠殞切
427.6|峮|嶙峮山相連皃
427.7|𡈋|說文曰宫中道又苦本切
428.1|珉|美石次玉亦作玟瑉瑉武巾切十九
428.2|岷|山名江水所出亦州名秦隴西郡之臨洮縣也後魏置岷州因山以爲名
428.3|罠|彘網
428.4|閩|閩越蛇種也又音文
428.5|緡|錢貫亦絲緒釣魚綸也又姓出何氏姓苑
428.6|䪸|強也
428.7|笢|竹膚又亡忍切
428.8|旻|仁覆愍下謂之旻天
428.9|旼|和也
428.10|𤸅|病也
428.11|闅|亭名在汝南
428.12|汶|汶山郡又音問
428.13|㨉|撫也
428.14|忞|自勉強也
428.15|盿|視皃
428.16|䁕|上同
428.17|鍲|筭稅也
428.18|𪃯|鳥似翠而赤喙
428.19|鈱|鈱[銳/稅]
429.1|貧|乏也少也符巾切二
429.2|𡧋|古文
430.1|𪔗|鼓聲於巾切三
430.2|鼘|上同又烏𤣥切
430.3|駰|馬隂淺黒色又音因
431.1|贇|美好也於倫切四
431.2|奫|泉水
431.3|頵|說文曰頭頵頵大也
431.4|蝹|蝹蝹龍皃
432.1|彬|文質雜半說文云古文份也府巾切十三
432.2|斌|上同
432.3|份|說文曰文質備也
432.4|玢|文采狀也
432.5|豳|地名本豳國之地又有豳城公劉所邑蓋此地也因以名州亦作邠又姓出姓苑
432.6|邠|州名
432.7|汃|西方極逺之國
432.8|霦|璘霦玉光色
432.9|㻞|上同
432.10|𥇖|大目皃
432.11|攽|說文分也博雅減也
432.12|虨|虎文俗作𧈇又普巾方閑二切
432.13|砏|水名又石
433.1|民|說文曰衆萌也彌鄰切五
433.2|闅|低目視也
433.3|䁕|視皃又音旻
433.4|泯|沒也又亡忍切
433.5|怋|亂也
434.1|諄|至也誠懇皃也章倫切五
434.2|惇|心實也又音敦
434.3|𥇜|鈍目也又音稕
434.4|肫|鳥藏
434.5|訰|亂言之皃
435.1|椿|木名丑倫切八
435.2|楯|木名
435.3|輴|載柩車也
435.4|䡅|上同
435.5|鶞|爾雅云春鳸鳻鶞鳻音汾
435.6|杶|書曰杶榦栝柏
435.7|櫄|說文同上
435.8|瑃|玉名
436.1|䣩|純美酒也直倫切又常倫切二
436.2|㡒|布貯曰㡒
437.1|荀|草名又姓本姓郇後去邑爲荀今出潁川相倫切十四
437.2|郇|地名在河東解縣周文王子封於郇後以爲氏王莽時有郇越
437.3|詢|咨也
437.4|眴|眩又音舜
437.5|峋|嶙峋
437.6|珣|玉名
437.7|𣓓|說文曰大木也可以爲鉏柄又祥勻切
437.8|洵|水名在晉陽
437.9|恂|信也
437.10|畇|爾雅曰畇畇田也謂墾辟也又音勻音旬
437.11|檈|承食案也
437.12|槆|杶木別也
437.13|姰|狂也又音縣
437.14|㰬|氣逆也又信也
438.1|純|篤也至也好也文也大也常倫切十三
438.2|蓴|蒲秀
438.3|蒓|水葵
438.4|醇|厚也醲也
438.5|鶉|䳺鶉也莊子曰田鼠化爲鶉淮南子曰蝦蟆化爲鶉字林作𨿡
438.6|𦎧|說文曰孰也凡從𦎧者今作享同
438.7|陙|小阜名也
438.8|𢗋|憂悶
438.9|錞|樂器鳴之所以和鼓
438.10|淳|淸也朴也又姓何氏姓苑云今吳人
438.11|𡗥|大也
438.12|焞|明也又他昆切
438.13|䣩|美也
439.1|犉|黃牛黒脣如勻切四
439.2|𩀋|鷚鷄晚生者
439.3|瞤|目動
439.4|眴|上同
440.1|脣|口脣食倫切五
440.2|漘|水際
440.3|䔚|牛䔚草似蘭靑黒色
440.4|㸪|牛行遟也又音巡
440.5|紃|𨚲䣕縣在戎州
441.1|淪|沒也力迍切十五
441.2|倫|等也比也道也理也又姓風俗通曰黃帝樂人伶倫氏之後
441.3|論|言有理出字書又盧昆切
441.4|䑳|船䑳
441.5|輪|車輪周禮曰軫之方以象地蓋之圜以象天輪輻三十以象日月
441.6|陯|山阜陷也
441.7|鯩|魚名
441.8|蜦|神蛇能興雲雨文字集略云蝦蟆大如屨能食蛇也又力計切
441.9|棆|木名
441.10|綸|絲綸又姓魏[志/公]孫文懿臣綸直又音[鱞/鰥]
441.11|惀|欲曉知也
441.12|侖|說文思也
441.13|踚|行也
441.14|掄|擇也周禮曰凡邦工入山林材而掄不禁又力昆切
441.15|䈁|䈁子船具
442.1|屯|難也厚也陟綸切又徒渾切四
442.2|窀|窀穸下棺
442.3|迍|迍邅本亦作屯易曰屯如邅如
442.4|㡒|布貯
443.1|逡|逡巡退也七倫切十
443.2|竣|止也倨也一曰攺也
443.3|皴|皮細起也
443.4|㕙|東郭㕙古之狡兔也又音俊
443.5|墫|舞皃
443.6|捘|推也左傳云捘衞侯之手又子寸切
443.7|竴|喜也
443.8|踆|退也
443.9|𠣟|上同
443.10|夋|倨也
444.1|遵|循也率也行也習也將倫切五
444.2|跧|蹙也又阻圎切
444.3|僎|郷飲[-/酒]禮僎者降席而遵法也或作遵又音撰
444.4|嶟|山皃
444.5|鷷|西方雉名
445.1|春|四時之首尚書大傳曰春出也萬物之出也春秋說題[-/辭]曰春蠢也蠢興也春秋繁露曰春喜氣又姓何氏姓苑云春申君黃歇之後昌脣切一
446.1|鷷|西方雉名昨旬切一
447.1|勻|徧也齊也說文少也从勹二羊倫切二
447.2|畇|詩曰畇畇原隰又音荀音旬
448.1|旬|十日曰旬詳遵切十七
448.2|𠣙|古文
448.3|巡|逡巡說文曰視行也
448.4|馴|擾也從也善也
448.5|循|善也
448.6|揗|手相安慰
448.7|㸪|牛行遟又音脣
448.8|紃|環綵絛又食綸切
448.9|䋸|縫也
448.10|𪀠|𪀠䳦小鳥出字統
448.11|洵|均也龕也
448.12|楯|楯闌檻也
448.13|灥|三泉相通
448.14|㽦|均也
448.15|𧾩|說文曰走皃也
448.16|畇|墾田
448.17|䖲|蟲名
449.1|均|平也又學曰成均亦州名春秋及戰國時並屬楚秦屬南陽郡隋爲均州取汮水以名之居勻切四
449.2|鈞|[二/三]十斤也又姓風俗通云楚大夫元鈞之後漢有侍中鈞喜
449.3|袀|戎衣也左傳曰均服振振字書從衣
449.4|汮|水名出析縣北山入沔今作均
450.1|𧼒|行也渠人切又去忍切一
451.1|砏|砏磤大雷普巾切又布巾切二
451.2|虨|虎文也俗作𧈇
452.1|臻|至也乃也側詵切十一
452.2|蓁|草盛皃
452.3|搸|聚也又琴瑟音
452.4|溱|水名在河南
452.5|潧|水名在鄭國出說文此水南入洧詩作溱洧誤
452.6|𣓀|𣓀栗
452.7|榛|上同
452.8|樼|亦同
452.9|瀙|字林云水名在豫州
452.10|𨬖|埤蒼云小鑿
452.11|轃|說文曰大車簀也
453.1|莘|地名在虢又姓所臻切二十
453.2|㜪|有㜪國名
453.3|扟|從上擇取物也
453.4|駪|馬多
453.5|籸|粉滓
453.6|䯂|衆盛皃
453.7|甡|衆多皃
453.8|兟|進也
453.9|詵|衆人言也
453.10|侁|行皃詩云侁侁征夫
453.11|𩺵|魚尾長也詩云有莘其尾字書從魚
453.12|屾|說文云二山也
453.13|𨐔|多也
453.14|燊|熾也
453.15|𦐹|羽多
453.16|𢓠|往來之皃
453.17|㯜|方言云杠東齊海岱之閒謂之𣘘杠牀前橫也
453.18|阠|八陵東名阠又息進切
453.19|姺|女字
453.20|㾕|寒病
454.1|𦿒|木叢生士臻切三
454.2|㲀|吕氏春秋注云㲀㲀動而喜皃又音眞
454.3|帘|幕也又音廉
455.1|文|文章也又美也善也兆也亦州名禹貢梁州之域自戰國時宋及齊梁皆諸羌所據後魏平蜀始置州亦姓漢有廬江文翁無分切十六
455.2|聞|說文曰知聲也又音問
455.3|𦖫|古文
455.4|彣|靑與赤雜
455.5|紋|綾也
455.6|雯|雲文
455.7|馼|馬赤鬣縞身目如黃金文王以獻紂
455.8|蟁|爾雅曰鷆蟁母郭璞云似烏𪇰而大黃白雜文鳴如鴿今江東呼爲蚊母俗說此鳥常吐蚊因名云說文曰齧人飛蟲也
455.9|蚊|上同
455.10|螡|亦同出漢書
455.11|䰚|摩也
455.12|鳼|鳥也爾雅曰鶉子鳼
455.13|闅|俗作閿說文曰低目視也𢎞農湖縣有闅郷汝南西平有闅亭
455.14|汶|黏唾又音旻問
455.15|鼤|班鼠
455.16|閩|閩越也又音旻
456.1|雲|說文云山川气也从雨云象雲回轉形河圖曰雲者天地之本傅子曰以雲母飾車謂之雲母車臣不得乗之又姓縉雲氏之後又後魏書宥連氏後改爲雲氏王分切二十二
456.2|芸|香草也說文云似目宿淮南王說芸草可以死復生雜禮圖曰芸蒿也葉似邪蒿香美可食也
456.3|蕓|蕓薹菜名
456.4|𦔐|說文曰除苗閒穢也
456.5|𦓷|上同
456.6|耘|亦同
456.7|鄖|國名
456.8|妘|女字又姓
456.9|紜|紛紜
456.10|溳|水名在南陽一云在[美/蔡]陽
456.11|澐|江水大波
456.12|云|辝也言也說文古文雲字亦姓出自祝融之後
456.13|篔|篔簹竹名
456.14|䢵|邑名
456.15|員|益也說文作員物數也又音圎又音運姓也
456.16|𪔅|籀文
456.17|愪|憂也
456.18|沄|說文云轉流也
456.19|𧶊|亂也
456.20|耺|耳中聲
456.21|橒|木名
456.22|䉙|竹名
457.1|煴|烟煴天地氣也易作絪緼於云切十
457.2|氳|氤氲元氣
457.3|緼|亂麻又於粉切
457.4|馧|香也
457.5|蒀|葐蒀盛皃
457.6|𥠺|上同
457.7|䡝|轒䡝兵車又於粉切
457.8|蘊|藴積也又於粉切
457.9|蝹|龍皃
457.10|㚃|鬱也
458.1|汾|水名在太原本漢兹氏縣地屬西河郡魏於兹氏縣置西河郡今州城是也符分切三十七
458.2|墳|墳籍又墓也
458.3|氛|氛氲祥氣
458.4|𣱦|俗
458.5|鼖|大鼓周禮鼓人掌六鼓以鼖鼓[掌/鼓]軍事
458.6|䩿|上同
458.7|𪔵|亦同
458.8|濆|水際也又水名
458.9|焚|焚燒
458.10|燌|上同
458.11|羒|白羝羊也
458.12|豶|豕也
458.13|頒|魚大首亦衆皃又布還切
458.14|羵|土中怪羊
458.15|䴅|似鵠白身三目赤尾六足
458.16|枌|白榆木名
458.17|鳻|春鳸鳻鶞亦作𩿈又說文曰鳥聚皃一曰飛皃
458.18|蕡|草木多實
458.19|𦶁|[𦶁/萉]
458.20|橨|枰仲木別名出埤蒼
458.21|棼|複屋棟也
458.22|賁|三足龜
458.23|葐|葐蒀
458.24|魵|魚名
458.25|𧮱|谷名在臨汾
458.26|妢|周禮考工記云妢胡之笴
458.27|棻|香木名也
458.28|梤|上同
458.29|朌|大首皃
458.30|䫶|醜皃
458.31|鐼|飾也說文曰鐵類讀若薫又音訓
458.32|馩|馩馧香氣
458.33|馚|上同
458.34|㞣|草初生香分布也又音芬
458.35|鼢|田中鼠又音憤
458.36|蚡|上同
